status_id,author_name,user_id,post_time,post_content
6277,Donald J. Trump,@realDonaldTrump,2024-01-13 15:41:00,"Crazed, Trump hating Judge, Lewis Kaplan, who presided over the Election Interference Witch Hunt, disguised as a trial, of a woman I have never met before (celebrity photo line does not count - I had no idea who she was!), was asked if he could delay this Rigged Political Scam for one day so that I could attend the FUNERAL OF MY BELOVED MOTHER-IN-LAW WITH MY WIFE, THE FORMER (AND NEXT!) FIRST LADY OF THE UNITED STATES — AND HE SAID NO. He is a bad person and an even worse Judge. Appointed by, and friends with, Clinton, he purposely scheduled this HOAX right in the middle of the important New Hampshire Primary. This is the second trial concerning the same person, who is represented and financed by POLITICAL OPERATIVES. It could have taken place at any time, including months ago. Can anyone imagine a husband not going to his wife’s mother’s funeral over a MADE UP STORY - A story that has been allowed to simmer by a really bad Judge who suffers from TRUMP DERANGEMENT SYNDROME!"
6241,Donald J. Trump,@realDonaldTrump,2024-01-13 17:45:00,"Vivek started his campaign as a great supporter, “the best President in generations,” etc. Unfortunately, now all he does is disguise his support in the form of deceitful campaign tricks. Very sly, but a vote for Vivek is a vote for the “other side” — don’t get duped by this. Vote for “TRUMP,” don’t waste your vote! Vivek is not MAGA. The Biden Indictments against his Political Opponent will never be allowed in this Country, they are already beginning to fall! MAGA!!!"
6274,Donald J. Trump,@realDonaldTrump,2024-01-13 18:11:00,"Page Two: Before the trial, my lawyer told me that this was beneath me as a President and, by far, the Leading Candidate in 2024, and I should not attend—So I didn’t. It was funded by a Donor Slob named Reid Hoffman, and others—All political hacks. The fix was in, the Judge prevented our side from using the dress, or showing the full CNN tape (where Ms. Bergdorf’s said nothing happened and that “rape is sexy”), or truly exposing just how crazy and dishonest this woman is by revealing her “sick” tweets and stories written about her. She called her African American Husband, former Newscaster John Johnson, “an Ape,” and named her Cat “Vagina.” Does anyone believe this ridiculous story, ripped straight out of an episode of Law & Order, her favorite Show? Of course not. End this Witch Hunt now!"
6276,Donald J. Trump,@realDonaldTrump,2024-01-13 18:11:00,"Page Two: People who watched the Court proceedings were shocked, and the Gag Order he put on me made it impossible to say certain things that should be said. But who knows, maybe the Judge will do the right thing, which is TOTAL EXONERATION, and Damages awarded to me for the Witch Hunt that Letitia James, and her Thugs, have put me, and our Country, through!"
6275,Donald J. Trump,@realDonaldTrump,2024-01-13 18:11:00,"My Expert Witness in the Judge Engoron Trial is one of the most responsible and respected Experts in the Country. He is sought after by many and, in fact, was used by the N.Y. State Attorney General, the Crazed Lunatic, Letitia James. After many months of research into my Financial Statements, and just about everything else, he found “NO EVIDENCE OF ACCOUNTING FRAUD, ZERO.” He said that few people could have gone through such a test, and ended up with that result. Another Expert said that President Trump must be one of the most honest people anywhere, to go through millions of pages of examination and “NOTHING.” In any event, the Judge had fun sarcastically ridiculing my Experts, even on a personal basis, but was totally unable to use facts, statistics, or analysis, because my Financial Statements were so strong, perhaps better than anybody else in the Country in Real Estate….."
6273,Donald J. Trump,@realDonaldTrump,2024-01-13 18:12:00,"Lewis Kaplan, the terrible, biased, irrationally angry Clinton-appointed Judge in the Bergdorf’s Hoax, refused to postpone the sham trial next week, even in light of the funeral of my beloved Mother-in-law. This Judge has been ruthlessly unfair from the first day of Crooked Joe Biden’s Election Interfering Witch Hunt. I don’t know this woman, who I have never met (photo line does not count), who doesn’t remember the day, month, season, or decade the event she has made up supposedly occurred. She and her Democrat disgraced operative attorney, who I beat in another Election Interference type Hoax a number of months ago, tried to blackmail me with a dress, but once it was exposed to have no connection to me AT ALL, begged the Judge to exclude it from evidence. Of course, the Radical Judge went along with their wishes….."
6272,Donald J. Trump,@realDonaldTrump,2024-01-13 18:18:00,“A Major Republican Donor in Iowa Says He’s Decided to Back Trump”
6270,Donald J. Trump,@realDonaldTrump,2024-01-13 19:04:00,"I had no idea who this woman was. She wrote nonsense about me in her failed book, the press asked me if it was true, I said NO, and so it began - A totally fabricated story with another Trump hating Judge. Our legal system is TERRIBLE!!!"
6268,Donald J. Trump,@realDonaldTrump,2024-01-13 19:17:00,Join me live in the Great State of Iowa at 6:30pmCST/7:30pmEST!
6266,RSBN,@RSBN,2024-01-14 11:55:00,"LIVE now in Indianola, Iowa!"
